utt	orth
la06.cha_457	hey .
la06.cha_458	hey treasure .
la06.cha_459	ssh ssh .
la06.cha_460	hey .
la06.cha_461	come on darling .
la06.cha_462	ssh ssh .
la06.cha_463	oh dear .
la06.cha_464	oh dear .
la06.cha_465	oh dear .
la06.cha_466	oh dear .
la06.cha_467	ssh ssh .
la07.cha_1	hello .
la07.cha_2	where've we been ?
la07.cha_3	where've we been ?
la07.cha_4	we've been to weigh this big girl .
la07.cha_5	yes we have .
la07.cha_6	been to weigh you Hannah .
la07.cha_7	hey ?
la07.cha_8	take your bonnet off ?
la07.cha_9	oh: ?
la07.cha_10	there we go .
la07.cha_11	there we go .
la07.cha_12	oh dear .
la07.cha_13	big stretch ?
la07.cha_14	hey ?
la07.cha_15	oh: ?
la07.cha_16	another one ?
la07.cha_17	o:h ?
la07.cha_18	both ways ?
la07.cha_19	o:h hello .
la07.cha_20	hello .
la07.cha_21	are ya going to say hello mummie ?
la07.cha_22	&hmm ?
la07.cha_23	aren't you going to say hello mummie ?
la07.cha_24	hey ?
la07.cha_25	hey ?
la07.cha_26	Treasure ?
la07.cha_27	oh again ?
la07.cha_28	oh again ?
la07.cha_29	very good at filling my pants I am .
la07.cha_30	there we are .
la07.cha_31	hello ?
la07.cha_32	hello ?
la07.cha_33	Hannah ?
la07.cha_34	smile ?
la07.cha_35	hello .
la07.cha_36	oh go to sleep .
la07.cha_37	hey ?
la07.cha_38	hey miss ?
la07.cha_39	hello .
la07.cha_40	hello .
la07.cha_41	look .
la07.cha_42	what's this ?
la07.cha_43	what's this ?
la07.cha_44	what's this ?
la07.cha_45	what's this ?
la07.cha_46	hey ?
la07.cha_47	hey ?
la07.cha_48	Hannah ?
la07.cha_49	mummie's here .
la07.cha_50	Hannah ?
la07.cha_51	smile for mummie .
la07.cha_52	hey ?
la07.cha_53	hey ?
la07.cha_54	o:h o:h oh I'm so tired .
la07.cha_55	oh I'm so tired .
la07.cha_56	Hannah ?
la07.cha_57	what is it ?
la07.cha_58	what is it ?
la07.cha_59	hey ?
la07.cha_60	hey ?
la07.cha_61	hey ?
la07.cha_62	are you going to say hello to mummie ?
la07.cha_63	chp@o [x 5] ?
la07.cha_64	mummie's here .
la07.cha_65	mummie's this side .
la07.cha_66	yes she is smile for mummie .
la07.cha_67	smile for mummie .
la07.cha_68	no ?
la07.cha_69	no smile hold mummie's hand then .
la07.cha_70	hold mummie's hand then .
la07.cha_71	that's right .
la07.cha_72	you hold mummie's hand .
la07.cha_73	that's it .
la07.cha_74	what chou [: you] looking at ?
la07.cha_75	what chou [: you] looking at ?
la07.cha_76	what chou [: you] looking at ?
la07.cha_77	is it good ?
la07.cha_78	is it good ?
la07.cha_79	alright .
la07.cha_80	alright .
la07.cha_81	who's this ?
la07.cha_82	you've not seen one of those before not this teddy look .
la07.cha_83	not this teddy .
la07.cha_84	hey ?
la07.cha_85	look at this one .
la07.cha_86	o:h !
la07.cha_87	look ?
la07.cha_88	that's a face .
la07.cha_89	there's a face .
la07.cha_90	oh dear .
la07.cha_91	oh dear .
la07.cha_92	oh don't you like it ?
la07.cha_93	don't you like miss monkey ?
la07.cha_94	don't you like miss monkey ?
la07.cha_95	hey ?
la07.cha_96	mummie's here .
la07.cha_97	mummie's here .
la07.cha_98	oh hoho ho !
la07.cha_99	o:h o:h .
la07.cha_100	hey ?
la07.cha_101	hey ?
la07.cha_102	hey ?
la07.cha_103	oh Hannah hold it .
la07.cha_104	Hannah hold it .
la07.cha_105	good girl .
la07.cha_106	here look ?
la07.cha_107	oh dear .
la07.cha_108	oh dear .
la07.cha_109	hey ?
la07.cha_110	hey ?
la07.cha_111	Treasure ?
la07.cha_112	Treasure pie ?
la07.cha_113	mummie's here that's a good girl .
la07.cha_114	there Hannah hold it .
la07.cha_115	hey ?
la07.cha_116	hey ?
la07.cha_117	who's a clever girl ?
la07.cha_118	who's a clever girl ?
la07.cha_119	who's a clever girl ?
la07.cha_120	Hannah ?
la07.cha_121	Hannah ?
la07.cha_122	mummie's here .
la07.cha_123	chp@o [x 4] .
la07.cha_124	mummie's here .
la07.cha_125	kiss mummie .
la07.cha_126	chp@o [x 2] .
la07.cha_127	kiss mummie .
la07.cha_128	chp@o [x 2] .
la07.cha_129	kiss your mummie .
la07.cha_130	hey Treasure .
la07.cha_131	kiss your mummie chp@o [x 2] .
la07.cha_132	yes .
la07.cha_133	look .
la07.cha_134	there .
la07.cha_135	makes a noise .
la07.cha_136	Hannah hold it .
la07.cha_137	Hannah hold it .
la07.cha_138	no ?
la07.cha_139	oh oh oh oh !
la07.cha_140	come on then .
la07.cha_141	sit with mummie then .
la07.cha_142	sit with mummie then .
la07.cha_143	hey .
la07.cha_144	is that better ?
la07.cha_145	oop oop oop oop !
la07.cha_146	o:h is that better ?
la07.cha_147	hey ?
la07.cha_148	o:h nearly a little smile .
la07.cha_149	smile for mummie .
la07.cha_150	smile for mummie .
la07.cha_151	yes just a little one nearly .
la07.cha_152	oh no we're going to cry now .
la07.cha_153	oh ?
la07.cha_154	hey ?
la07.cha_155	hey hey ?
la07.cha_156	there .
la07.cha_157	Hannah hold it .
la07.cha_158	o:h ?
la07.cha_159	nearly ?
la07.cha_160	nearly ?
la07.cha_161	hey ?
la07.cha_162	what is it ?
la07.cha_163	it's a Ted .
la07.cha_164	oh it's a Ted !
la07.cha_165	there Hannah shake it .
la07.cha_166	Hannah shake it .
la07.cha_167	no ?
la07.cha_168	o:h ?
la07.cha_169	hey ?
la07.cha_170	hey ?
la07.cha_171	Hannah !
la07.cha_172	oh dear .
la07.cha_173	hey ?
la07.cha_174	mummie ?
la07.cha_175	smile for mummie .
la07.cha_176	smile for mummie .
la07.cha_177	smile for mummie .
la07.cha_178	oh dear .
la07.cha_179	Hannah ?
la07.cha_180	Hannah ?
la07.cha_181	o:h .
la07.cha_182	it's not fair is it ?
la07.cha_183	you're pulling me about .
la07.cha_184	you're pulling me about .
la07.cha_185	look at Ted .
la07.cha_186	Hannah ?
la07.cha_187	hey ?
la07.cha_188	hey Treasure pie ?
la07.cha_189	hey ?
la07.cha_190	hey ?
la07.cha_191	hey ?
la07.cha_192	hello .
la07.cha_193	hello .
la07.cha_194	chp@o [x 5] ?
la07.cha_195	hello Hannah .
la07.cha_196	hello Hannah .
la07.cha_197	hello .
la07.cha_198	it's mummie .
la07.cha_199	it's your mummie .
la07.cha_200	can you smile for your mummie shh shh shh shh are you trying ?
la07.cha_201	no you're not really trying are you ?
la07.cha_202	hey ?
la07.cha_203	chp@o [x 5] !
la07.cha_204	oh dear .
la07.cha_205	oh dear .
la07.cha_206	hey ?
la07.cha_207	hey ?
la07.cha_208	who's a big girl ?
la07.cha_209	who's a big girl ?
la07.cha_210	who's a big girl ?
la07.cha_211	who ?
la07.cha_212	who's a big girl ?
la07.cha_213	&mm you kiss your mummie .
la07.cha_214	kiss your mummie .
la07.cha_215	kiss your mummie again .
la07.cha_216	not with your hands .
la07.cha_217	o:h .
la07.cha_218	hey .
la07.cha_219	Hannah ?
la07.cha_220	oh dear .
la07.cha_221	oh dear .
la07.cha_222	oh .
la07.cha_223	hey ?
la07.cha_224	Treas ?
la07.cha_225	Treas ?
la07.cha_226	Treas ?
la07.cha_227	shh shh shh shh shh shh !
la07.cha_228	smile there little one nearly .
la07.cha_229	no we're dribbling now hey ?
la07.cha_230	hop hop hop ?
la07.cha_231	smile for mummie .
la07.cha_232	hello .
la07.cha_233	hello .
la07.cha_234	hop hop hop hop ?
la07.cha_235	Hannah ?
la07.cha_236	Hannah ?
la07.cha_237	mummie's here .
la07.cha_238	hello .
la07.cha_239	hello darling .
la07.cha_240	hello oh no .
la07.cha_241	don't you want to smile for mummie ?
la07.cha_242	don't you want to smile for mummie ?
la07.cha_243	shh shoo shoo o:h .
la07.cha_244	oh dear .
la07.cha_245	hey Treasure ?
la07.cha_246	hey Treasure ?
la07.cha_247	Hannah ?
la07.cha_248	oh: .
la07.cha_249	oh dear .
la07.cha_250	it's a hard life isn't it ?
la07.cha_251	what is it ?
la07.cha_252	hey hey ?
la07.cha_253	hey hey ?
la07.cha_254	hey .
la07.cha_255	smile for mummie .
la07.cha_256	there .
la07.cha_257	nearly .
la07.cha_258	not quite was that really a cry ?
la07.cha_259	hey hey ?
la07.cha_260	hey hey ?
la07.cha_261	hey hey ?
la07.cha_262	hey Hannah ?
la07.cha_263	oh where ya goin(g) you look as_if you wanted to get goin(g) ?
la07.cha_264	look .
la07.cha_265	up up up up up up !
la07.cha_266	there's a teddy .
la07.cha_267	Hannah hold it .
la07.cha_268	Hannah oh yes !
la07.cha_269	there look ?
la07.cha_270	oh ?
la07.cha_271	oh oh !
la07.cha_272	hey ?
la07.cha_273	again ?
la07.cha_274	oh what chou [: you] messing about with me for is that what you're
la07.cha_275	there .
la07.cha_276	oh nearly !
la07.cha_277	hey ?
la07.cha_278	hey ?
la07.cha_279	hey ?
la07.cha_280	oh dear .
la07.cha_281	oh dear .
la07.cha_282	oh what chou [: you] looking at now ?
la07.cha_283	what chou [: you] looking at now ?
la07.cha_284	oh: darling .
la07.cha_285	hey hey ?
la07.cha_286	hey ?
la07.cha_287	hey darling ?
la07.cha_288	shh shh shh shh shh shh !
la07.cha_289	Hannah ?
la07.cha_290	poopsie ?
la07.cha_291	Hannah ?
la07.cha_292	chp@o [x 4] ?
la07.cha_293	hey ?
la07.cha_294	mummie's here .
la07.cha_295	mummie's here she's not gone anywhere .
la07.cha_296	no she's not Hannah .
la07.cha_297	she's not gone anywhere .
la07.cha_298	she's here darling .
la07.cha_299	yes she is .
la07.cha_300	yes she is .
la07.cha_301	mummie's here .
la07.cha_302	mummie's here Treasure oh .
la07.cha_303	hey ?
la07.cha_304	hey ?
la07.cha_305	hey ?
la07.cha_306	Hannah ?
la07.cha_307	oh: ho !
la07.cha_308	oh: ho ho ?
la07.cha_309	oh: ho ho ?
la07.cha_310	oh: !
la07.cha_311	oh: ?
la07.cha_312	chp@o [x 6] !
la07.cha_313	oh yes it's mummie .
la07.cha_314	yes it is .
la07.cha_315	yes darling .
la07.cha_316	yes .
la07.cha_317	yes alright mummie feed you .
la07.cha_318	mummie feed you .
la07.cha_319	mummie feed you .
la07.cha_320	hey ?
la07.cha_321	hey ?
la07.cha_322	yes .
la07.cha_323	yes .
la07.cha_324	yes .
la07.cha_325	oh is that better ?
la07.cha_326	is that better ?
la07.cha_327	is it ?
la07.cha_328	miss squiggly hey slow down !
la07.cha_329	is that better ?
la07.cha_330	there you are .
la07.cha_331	is it ?
la07.cha_332	chp@o [x 2] ?
la07.cha_333	is it ?
la07.cha_334	you hold mummie's hand ?
la07.cha_335	you hold mummie's hand ?
la07.cha_336	is that better ?
la07.cha_337	hey ?
la07.cha_338	oh: .
la07.cha_339	oh: .
la07.cha_340	oh .
la07.cha_341	yes ?
la07.cha_342	yes ?
la07.cha_343	yes ?
la07.cha_344	what chou [: you] looking at ?
la07.cha_345	oh no it's still there but you're yes .
la07.cha_346	here .
la07.cha_347	hey ?
la07.cha_348	hey ?
la07.cha_349	oh .
la07.cha_350	oh that's much better .
la07.cha_351	that's so much better .
la07.cha_352	oh yes .
la07.cha_353	yeah well it's your fault you do that .
la07.cha_354	mummie's not taken it away from you mummie's not .
la07.cha_355	you were going to choke so mummie had to sit you up she's not taken
la07.cha_356	hey ?
la07.cha_357	yes alright .
la07.cha_358	alright .
la07.cha_359	miss greedy ?
la07.cha_360	hey ?
la07.cha_361	there .
la07.cha_362	hold mummie's hand .
la07.cha_363	that's better .
la07.cha_364	&hmm ?
la07.cha_365	oh .
la07.cha_366	we're performing both ways are we ?
la07.cha_367	&hmm ?
la07.cha_368	hold on tight .
la07.cha_369	your little hand is there .
la07.cha_370	hey ?
la07.cha_371	hey ?
la07.cha_372	we're going away tomorrow .
la07.cha_373	going to see your auntie Nicky .
la07.cha_374	yes we are .
la07.cha_375	to see Natasha .
la07.cha_376	you'll have a little play+mate .
la07.cha_377	you'll have a little play+mate .
la07.cha_378	hey ?
la07.cha_379	will we have a little play+mate ?
la07.cha_380	&hmm ?
la07.cha_381	see uncle Steve too ?
la07.cha_382	&hmm ?
la07.cha_383	&hmm ?
la07.cha_384	good stuff isn't it ?
la07.cha_385	&hmm ?
la07.cha_386	hey ?
la07.cha_387	look at mummie .
la07.cha_388	look at mummie .
la07.cha_389	should mummie change your nappie then ?
la07.cha_390	&hmm ?
la07.cha_391	Hannah ?
la07.cha_392	Hannah ?
la07.cha_393	is that it ?
la07.cha_394	out for ten ?
la07.cha_395	no we're working on down below .
la07.cha_396	yes we are .
la07.cha_397	yes we are .
la07.cha_398	are you finished ?
la07.cha_399	are you finished ?
la07.cha_400	shall we change you then ?
la07.cha_401	hey ?
la07.cha_402	hey ?
la07.cha_403	&hmm ?
la07.cha_404	Hannah !
la07.cha_405	Hannah ?
la07.cha_406	Hannah ?
la07.cha_407	hey have a stretch .
la07.cha_408	have a stretch .
la07.cha_409	have a stretch .
la07.cha_410	you don't usually cry when you have your nappie changed .
la07.cha_411	hey ?
la07.cha_412	o:h !
la07.cha_413	Hannah ?
la07.cha_414	hey ?
la07.cha_415	hey ?
la07.cha_416	hey ?
la07.cha_417	hey ?
la07.cha_418	have you got tummy pains ?
la07.cha_419	have you got tummy pains ?
la07.cha_420	it wouldn't surprise me if you have got tummy pains .
la07.cha_421	hey ?
la07.cha_422	hey ?
la07.cha_423	Hannah ?
la07.cha_424	Hannah ?
la07.cha_425	Hannah ?
la07.cha_426	&hmm ?
la07.cha_427	oh oh .
la07.cha_428	alright .
la07.cha_429	alright .
la07.cha_430	I'm just proving that I'm very good at filling my nappie .
la07.cha_431	alright Treasure .
la07.cha_432	alright .
la07.cha_433	hey .
la07.cha_434	hey .
la07.cha_435	&hmm !
la07.cha_436	yes it is .
la07.cha_437	yes it is .
la07.cha_438	yes it is it's quite alright .
la07.cha_439	it's quite alright .
la07.cha_440	yes it is .
la07.cha_441	hey ?
la07.cha_442	hey ?
la07.cha_443	kick those legs .
la07.cha_444	kick those legs .
la07.cha_445	oh that's nice .
la07.cha_446	that's so nice to kick those legs .
la07.cha_447	yes it is .
la07.cha_448	yes it is .
la07.cha_449	hey ?
la07.cha_450	hey ?
la07.cha_451	shoo o:h !
la07.cha_452	hey ?
la07.cha_453	hey ?
la07.cha_454	chp@o [x 6] !
la07.cha_455	hello .
la07.cha_456	hello .
la07.cha_457	are you clean ?
la07.cha_458	are you clean ?
la07.cha_459	there .
la07.cha_460	there .
la07.cha_461	hey ?
la07.cha_462	hey ?
la07.cha_463	going to have a kick ?
la07.cha_464	oh no ?
la07.cha_465	alright .
la07.cha_466	mummie nearly done .
la07.cha_467	mummie nearly done .
la07.cha_468	alright .
la07.cha_469	o:h Treas pie .
la07.cha_470	oh Treas pie .
la07.cha_471	oh dear .
la07.cha_472	oh dear .
la07.cha_473	are you talking to mummie ?
la07.cha_474	what chou [: you] saying ?
la07.cha_475	what chou [: you] saying Hannah ?
la07.cha_476	hello .
la07.cha_477	hello .
la07.cha_478	hello .
la07.cha_479	you got a smile for mummie ?
la07.cha_480	no .
la07.cha_481	not today mummie .
la07.cha_482	I don't want to smile .
la07.cha_483	I don't want to smile when your changing my nappie mummie .
la07.cha_484	I don't like my nappie being changed .
la07.cha_485	&hmm ?
la07.cha_486	&hmm ?
la07.cha_487	hey ?
la07.cha_488	hey ?
la07.cha_489	hello .
la07.cha_490	hello .
la07.cha_491	o:h o:h !
la07.cha_492	oh that's a big sound .
la07.cha_493	hoo@o [x 3] woo@o [x 4] !
la07.cha_494	hey ?
la07.cha_495	oh dear .
la07.cha_496	oh dear .
la07.cha_497	oh dear .
la07.cha_498	Hannah ?
la07.cha_499	Hannah ?
la07.cha_500	Hannah ?
la07.cha_501	Hannah ?
la07.cha_502	mummie's here .
la07.cha_503	mummie's here darling .
la07.cha_504	hey ?
la07.cha_505	are you stretching ?
la07.cha_506	mummie's here .
la07.cha_507	mummie's here .
la07.cha_508	yes she is .
la07.cha_509	yes she is .
la07.cha_510	hey ?
la07.cha_511	hey ?
la07.cha_512	hey ?
la07.cha_513	oh .
la07.cha_514	oh .
la07.cha_515	oh .
la07.cha_516	oh: rolly over .
la07.cha_517	rolly over .
la07.cha_518	rollie+pollie .
la07.cha_519	rollie+pollie .
la07.cha_520	there .
la07.cha_521	there .
la07.cha_522	all done .
la07.cha_523	all done .
la07.cha_524	hey ?
la07.cha_525	hey ?
la07.cha_526	Hannah ?
la07.cha_527	Hannah ?
la07.cha_528	Hannah ?
la07.cha_529	hey ?
la07.cha_530	oo &ah o:h ?
la07.cha_531	o:h o:h ?
la07.cha_532	Hannah ?
la07.cha_533	hello .
la07.cha_534	hello .
la07.cha_535	hey hey .
la07.cha_536	mummie's here .
la07.cha_537	chp@o [x 2] ?
la07.cha_538	hello .
la11.cha_1	hey ?
la11.cha_2	hey ?
la11.cha_3	hey ?
la11.cha_4	come on then .
la11.cha_5	you know this is nosh don't you look ?
la11.cha_6	yes ?
la11.cha_7	yes ?
la11.cha_8	&mm do that .
la11.cha_9	hey you know mummie's going to feed don't you ?
la11.cha_10	hey ?
la11.cha_11	hey yes you do .
la11.cha_12	alright it's here .
la11.cha_13	shh shh shh .
la11.cha_14	you on ?
la11.cha_15	are you on ?
la11.cha_16	oh oh .
la11.cha_17	oh why are you so unhappy ?
la11.cha_18	hey ?
la11.cha_19	hey ?
la11.cha_20	hey ?
la11.cha_21	hey ?
la11.cha_22	oh ho ho ho ho ?
la11.cha_23	sweetheart .
la11.cha_24	hey ?
la11.cha_25	chp@o [x 5] ?
la11.cha_26	hey ?
la11.cha_27	chp@o [x 6] !
la11.cha_28	hey ?
la11.cha_29	hey ?
la11.cha_30	hey ?
la11.cha_31	what's wrong ?
la11.cha_32	is that a wind ?
la11.cha_33	that's what's wrong .
la11.cha_34	thank_you .
la11.cha_35	thank_you .
la11.cha_36	there present for mummie ?
la11.cha_37	thank_you .
la11.cha_38	now shall we try again ?
la11.cha_39	hey ?
la11.cha_40	hey ?
la11.cha_41	thank_you .
la11.cha_42	thank_you .
la11.cha_43	o:h .
la11.cha_44	you don't like that do you you don't like your mouth being wiped ?
la11.cha_45	hey ?
la11.cha_46	hey ?
la11.cha_47	there you are .
la11.cha_48	but your not your not interested at the moment are you ?
la11.cha_49	o:h dear .
la11.cha_50	why are we unhappy girl ?
la11.cha_51	hey ?
la11.cha_52	why are we an unhappy girl ?
la11.cha_53	are we ?
la11.cha_54	&ah so: we're blowing bubbles .
la11.cha_55	we're blowing bubbles ?
la11.cha_56	let mummie have it then .
la11.cha_57	let mummie have it then .
la11.cha_58	thank_you .
la11.cha_59	hey ?
la11.cha_60	hey ?
la11.cha_61	Hannah ?
la11.cha_62	Hannah ?
la11.cha_63	Hannah ?
la11.cha_64	that a smile for mummie ?
la11.cha_65	can you smile for mummie ?
la11.cha_66	hey sweetheart ?
la11.cha_67	you're Miss Borks aren't you ?
la11.cha_68	look at this .
la11.cha_69	look at this .
la11.cha_70	where's Lambchop ?
la11.cha_71	shall we find Lambchop ?
la11.cha_72	hey ?
la11.cha_73	should mummie get with your Lambchop ?
la11.cha_74	your little friend .
la11.cha_75	who's this ?
la11.cha_76	there's Lambchop .
la11.cha_77	there's your friend .
la11.cha_78	you like this don't you ?
la11.cha_79	hey ?
la11.cha_80	hey ?
la11.cha_81	hey ?
la11.cha_82	we're very stern .
la11.cha_83	we're very stern .
la11.cha_84	look at mummie .
la11.cha_85	what chou [: you] looking at ?
la11.cha_86	what chou [: you] looking at ?
la11.cha_87	Hannah ?
la11.cha_88	there you are .
la11.cha_89	who are you looking at ?
la11.cha_90	who's over there ?
la11.cha_91	we:ll the:n ?
la11.cha_92	smile for mummie .
la11.cha_93	Hannah .
la11.cha_94	Hannah ?
la11.cha_95	Hannah ?
la11.cha_96	o:h .
la11.cha_97	o:h .
la11.cha_98	you like this you hold this .
la11.cha_99	who's there ?
la11.cha_100	who's this ?
la11.cha_101	who's this ?
la11.cha_102	who's this ?
la11.cha_103	yes it's Lambchop .
la11.cha_104	who's this ?
la11.cha_105	who's this ?
la11.cha_106	why are we sitting there ?
la11.cha_107	yes there's a smile that's a nice smile .
la11.cha_108	hey ?
la11.cha_109	mummie's here .
la11.cha_110	mummie's here .
la11.cha_111	hello sweetheart have you got a smile for mummie ?
la11.cha_112	come on then .
la11.cha_113	hey ?
la11.cha_114	chup@o [x 6] !
la11.cha_115	yes .
la11.cha_116	who's this ?
la11.cha_117	who's this ?
la11.cha_118	what's this ?
la11.cha_119	what's this ?
la11.cha_120	Hannah hold it .
la11.cha_121	Hannah hold it .
la11.cha_122	hey ?
la11.cha_123	hey ?
la11.cha_124	are we all getting ready to go ?
la11.cha_125	are we getting ready to go ?
la11.cha_126	who's this ?
la11.cha_127	who's this ?
la11.cha_128	who's that ?
la11.cha_129	who's that ?
la11.cha_130	hey .
la11.cha_131	it's Lambchop .
la11.cha_132	it's Lambchop .
la11.cha_133	that's your little friend .
la11.cha_134	hey ?
la11.cha_135	hey ?
la11.cha_136	who is it ?
la11.cha_137	who is it ?
la11.cha_138	you're a little bit serious today .
la11.cha_139	are you thinking ?
la11.cha_140	I've only had half .
la11.cha_141	are you ?
la11.cha_142	are you ?
la11.cha_143	hey ?
la11.cha_144	chp@o [x 5] ?
la11.cha_145	ammooooh@wp !
la11.cha_146	hey ?
la11.cha_147	do you want some more then ?
la11.cha_148	&hmm ?
la11.cha_149	come on then .
la11.cha_150	no I don't think you really do do you ?
la11.cha_151	you're not interested .
la11.cha_152	you did this the other day didn't you ?
la11.cha_153	&hmm .
la11.cha_154	&hmm .
la11.cha_155	you doing the bottom lip froggy as daddy says ?
la11.cha_156	hey ?
la11.cha_157	what chou [: you] looking at ?
la11.cha_158	what chou [: you] looking at ?
la11.cha_159	here you are .
la11.cha_160	oh ?
la11.cha_161	oh ?
la11.cha_162	what is it ?
la11.cha_163	what is it ?
la11.cha_164	what is it sweetheart ?
